YBR177C	0.172413793103
YIL140W	0.238095238095
YLR268W	0.171186440678
YOR011W	0.0352941176471
YPL043W	0.461380724539
YJL155C	0.4
YLR197W	0.27380952381
YAL008W	0.4
YOR043W	0.230769230769
YMR111C	0.133333333333
YBR255W	0.333333333333
YFR027W	0.177865612648
YNL325C	0.190476190476
YBR128C	0.173684210526
YDL214C	0.0134952766532
YIL034C	0.255411255411
YGR148C	0.45
YJR122W	0.214285714286
YKR069W	0.333333333333
YER087C-B	0.246031746032
YJL204C	0.269230769231
YNL103W	0.184782608696
YNL003C	0.266666666667
YLR392C	0.5
YBR111W-A	0.15620978121
YJR084W	0.318681318681
YBR135W	0.134299516908
YLR233C	0.0911680911681
YBR160W	0.02849002849
YIR005W	0.204678362573
YLR313C	0.0714285714286
YNR007C	0.219047619048
YJL082W	0.285714285714
YHR007C	0.131382673551
YIR004W	0.288888888889
YJL191W	0.456445993031
YKL190W	0.205128205128
YLR395C	0.361111111111
YDR312W	0.307359307359
YLR348C	0.361111111111
YBR248C	0.666666666667
YNR067C	0.466666666667
YNL152W	0.252747252747
YLR382C	0.222222222222
YJL077C	0
YKL096W-A	0.266666666667
YFL045C	0.202150537634
YFL010C	0.0844854070661
YDR141C	0.22380952381
YJL131C	0.666666666667
YDL170W	0.5
YBR117C	0
YIL124W	0.275362318841
YJR044C	0.25641025641
YJL140W	0.429078014184
YLR219W	0.423076923077
YLR129W	0.686956521739
YKL048C	0.0665024630542
YDR083W	0.555555555556
YMR009W	0.5
YOR123C	0.326984126984
YJL179W	0.215789473684
YJL122W	0.428118393235
YNL072W	0.333333333333
YDR363W	0.2
YFL021W	0.4
YJL219W	0.5
YLR362W	0.0929292929293
YKL126W	0.134920634921
YER099C	0.444444444444
YPL024W	0.666666666667
YKL134C	0
YBR259W	0
YKL029C	0.247399366802
YPL166W	0.288888888889
YNL163C	0.607142857143
YBR273C	0.25641025641
YFR005C	0.6
YOR313C	1.0
YHL036W	0.333333333333
YAL026C	0.137096774194
YOL034W	0.114942528736
YJR135W-A	0.466666666667
YFL017W-A	0.498550724638
YFR050C	0.473563218391
YDR522C	0
YBL008W	0.46783625731
YLR447C	0.27665317139
YGL237C	0.0591966173362
YOL058W	0.666666666667
YIL062C	0.308300395257
YOR005C	0.231578947368
YAR035W	0.5
YCR096C	0
YOL156W	0.266666666667
YAR019C	0.0859929078014
YDR299W	0.328014184397
YOL116W	0
YGL255W	0.466666666667
YDL226C	0.187134502924
YML129C	0.36231884058
YGL257C	1.0
YDR196C	0.333333333333
YBR202W	0.357954545455
YMR160W	0.833333333333
YER023W	0.290476190476
YNL239W	0.571428571429
