,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_reg_all,param_lr_all
0,4.965637038133901,4.975634571925227,4.973363804692163,4.97154513825043,0.004279278069713018,39,102.29108421007793,18.413882622876372,11.243530909220377,3.0607698892537676,"{'reg_all': 0.001, 'lr_all': 5e-05}",0.001,5e-05
1,4.829007393716759,4.855114463120174,4.8445155879987345,4.842879148278556,0.010720796594377299,31,74.33819103240967,2.131863083423617,9.315953652064005,0.9168258901248268,"{'reg_all': 0.001, 'lr_all': 0.0001}",0.001,0.0001
2,4.344066965254344,4.343026010902481,4.348228387316978,4.345107121157934,0.0022476095920422614,8,79.29196802775066,7.778007362513406,9.185232083002726,1.8559066199168162,"{'reg_all': 0.001, 'lr_all': 0.0005}",0.001,0.0005
3,4.5969792446442455,4.6012788453959885,4.591035755998799,4.596431282013011,0.004199636284538973,22,121.23403406143188,1.4169077401332697,12.768953164418539,0.6934170940094366,"{'reg_all': 0.001, 'lr_all': 0.001}",0.001,0.001
4,4.693951924672336,4.702972940976178,4.705312782273001,4.700745882640505,0.004898102556331633,27,123.95496773719788,3.716434156407044,12.871821959813436,1.3101179981178461,"{'reg_all': 0.001, 'lr_all': 0.005}",0.001,0.005
5,4.727582588795051,4.7330442827943875,4.72634236586387,4.72898974581777,0.0029113560186311486,29,129.2802726427714,5.387335909367634,13.285568873087565,1.507110488861684,"{'reg_all': 0.001, 'lr_all': 0.01}",0.001,0.01
6,9.922936158088596,9.915136792890165,9.916918195716105,9.918330382231623,0.003336987407885821,62,129.4512906074524,3.8917766752671428,13.782435655593872,1.7055134857673397,"{'reg_all': 0.001, 'lr_all': 0.05}",0.001,0.05
7,9.922936158088596,9.915136792890165,9.916918195716105,9.918330382231623,0.003336987407885821,61,129.25535130500793,7.6239481917646295,13.08083430926005,1.6420073074691546,"{'reg_all': 0.001, 'lr_all': 0.1}",0.001,0.1
8,4.965731472598887,4.975106679087911,4.972795388602729,4.9712111800965095,0.003987974558707117,37,121.22832791010539,2.5040638130042274,12.274678786595663,0.4867116043853665,"{'reg_all': 0.005, 'lr_all': 5e-05}",0.005,5e-05
9,4.8495208106148455,4.84896514300469,4.860347055061694,4.852944336227076,0.005239425937482387,32,124.8206483523051,3.0119287575982137,13.061482032140097,0.9413792979254925,"{'reg_all': 0.005, 'lr_all': 0.0001}",0.005,0.0001
10,4.2657796840667315,4.268927939801748,4.261228621042036,4.265312081636838,0.0031605765682067924,6,125.42474865913391,4.009533077283415,12.378043095270792,0.6224714605514919,"{'reg_all': 0.005, 'lr_all': 0.0005}",0.005,0.0005
11,4.451810395267834,4.451812877715892,4.457625150106222,4.453749474363316,0.002740516786879091,14,111.15469574928284,11.519850401841637,11.034520069758097,3.2046867826240577,"{'reg_all': 0.005, 'lr_all': 0.001}",0.005,0.001
12,4.553024328856386,4.560272145685184,4.555824505388275,4.556373659976615,0.002984279954179136,20,73.5157352288564,0.6689173548308849,7.381597995758057,0.45407253213754056,"{'reg_all': 0.005, 'lr_all': 0.005}",0.005,0.005
13,4.632223859775455,4.635488754453419,4.638675073613923,4.635462562614266,0.002633762138935991,24,71.06446925799052,0.35553834047103927,7.365193605422974,0.5256471893853795,"{'reg_all': 0.005, 'lr_all': 0.01}",0.005,0.01
14,9.922936158088596,9.915136792890165,9.916918195716105,9.918330382231623,0.003336987407885821,60,73.52665106455485,1.3428549720557903,7.147862037022908,0.15361085054291243,"{'reg_all': 0.005, 'lr_all': 0.05}",0.005,0.05
15,9.922936158088596,9.915136792890165,9.916918195716105,9.918330382231623,0.003336987407885821,58,71.09603142738342,2.083415608459038,7.482489347457886,0.9014915097860942,"{'reg_all': 0.005, 'lr_all': 0.1}",0.005,0.1
16,4.965493067635849,4.975395992733847,4.973010196144718,4.971299752171471,0.00421988904382955,38,70.32447067896526,0.9586661805879952,7.355180978775024,0.7241525345474595,"{'reg_all': 0.01, 'lr_all': 5e-05}",0.01,5e-05
17,4.8472346606073735,4.870288616738728,4.867588085340825,4.861703787562309,0.010290446818491096,33,68.74481598536174,0.35592324998710323,6.907582759857178,0.517882948510589,"{'reg_all': 0.01, 'lr_all': 0.0001}",0.01,0.0001
18,4.21916727153417,4.219708894153102,4.217851015158015,4.218909060281763,0.0007801424563281637,4,72.991930325826,1.5683250685574075,7.4553596178690595,0.3972566284584019,"{'reg_all': 0.01, 'lr_all': 0.0005}",0.01,0.0005
19,4.3642854078713365,4.373451952378532,4.365891675763635,4.367876345337835,0.00399671277757637,11,102.34663772583008,18.568688190523858,10.439636071523031,2.455063143796603,"{'reg_all': 0.01, 'lr_all': 0.001}",0.01,0.001
20,4.47535269941423,4.482760356429543,4.475298902670737,4.477803986171502,0.003504751833676409,17,115.33858505884807,0.2192882705324566,11.271623849868774,0.7604457867239954,"{'reg_all': 0.01, 'lr_all': 0.005}",0.01,0.005
21,4.577360211671333,4.571723277768514,4.58628501947114,4.578456169636996,0.005995104850368898,21,115.76629892985027,0.7684131297025464,12.824464003245035,2.7720910888366403,"{'reg_all': 0.01, 'lr_all': 0.01}",0.01,0.01
22,9.922936158088596,9.915136792890165,9.916918195716105,9.918330382231623,0.003336987407885821,57,118.07914956410725,2.364873159253064,12.854658603668213,1.3418465294466508,"{'reg_all': 0.01, 'lr_all': 0.05}",0.01,0.05
