,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options['name'],param_sim_options['user_based']
20,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,19,0.17696126302083334,0.015230705606953368,3.9160980383555093,0.11313989404541763,"{'k': 1000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": True}",1000,cosine,True
21,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,32,0.15743819872538248,0.0012330940429882188,3.7838710943857827,0.054710481779101934,"{'k': 1000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": False}",1000,cosine,False
22,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,31,0.19026796023050943,0.02157225758652574,4.267361243565877,0.29212625914016155,"{'k': 1000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": True}",1000,pearson,True
23,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,30,0.17182199160257974,0.004453970426048668,4.277975082397461,0.16200935817129433,"{'k': 1000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": False}",1000,pearson,False
24,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,29,0.1860800584157308,0.009225895500905478,4.249475002288818,0.19214746576182132,"{'k': 10000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": True}",10000,MSD,True
25,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,28,0.17219138145446777,0.003072705595255861,4.01141897837321,0.01989612769440943,"{'k': 10000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": False}",10000,MSD,False
26,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,36,0.1690209706624349,0.0009140323714468048,4.024158000946045,0.03187056442184856,"{'k': 10000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": True}",10000,cosine,True
27,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,26,0.16997297604878744,0.00045763854020781805,3.9953564008076987,0.03362664675579485,"{'k': 10000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": False}",10000,cosine,False
28,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,25,0.1726954778035482,0.005113600500085648,4.1533106962839765,0.11777575124767178,"{'k': 10000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": True}",10000,pearson,True
29,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,17,0.16927401224772134,0.0010811817251939206,4.000416437784831,0.01129614781830936,"{'k': 10000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": False}",10000,pearson,False
30,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,16,0.16813286145528158,0.0001009372273424503,4.0200958251953125,0.00610728067944878,"{'k': 100000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": True}",100000,MSD,True
31,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,15,0.16927758852640787,0.0017185611224190278,3.994004487991333,0.02589910893395342,"{'k': 100000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": False}",100000,MSD,False
32,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,13,0.17057267824808756,0.001128575749822927,4.083914200464885,0.09761661756734814,"{'k': 100000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": True}",100000,cosine,True
33,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,18,0.17833574612935385,0.009355493747624778,4.448768377304077,0.3163669184743257,"{'k': 100000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": False}",100000,cosine,False
34,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,14,0.1737812360127767,0.0013528600784026095,4.083573500315349,0.04536440685255853,"{'k': 100000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": True}",100000,pearson,True
35,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,20,0.1909316380818685,0.008212908933697388,5.372202714284261,1.2728327155498373,"{'k': 100000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": False}",100000,pearson,False
36,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,21,0.294655720392863,0.16971055062860965,4.275577147801717,0.3263298713361793,"{'k': 1000000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": True}",1000000,MSD,True
37,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,22,0.16777857144673666,0.0004131162837606625,4.0126926104227705,0.032241506267674906,"{'k': 1000000, ""sim_options['name']"": 'MSD', ""sim_options['user_based']"": False}",1000000,MSD,False
38,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,23,0.1706529458363851,0.001855575131083901,4.43602180480957,0.5383845737282749,"{'k': 1000000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": True}",1000000,cosine,True
39,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,24,0.167572021484375,0.0002959607921707485,3.9890087445576987,0.013049749899032018,"{'k': 1000000, ""sim_options['name']"": 'cosine', ""sim_options['user_based']"": False}",1000000,cosine,False
40,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,33,0.16726207733154297,0.0027223116333686794,4.311748663584392,0.37509586669804296,"{'k': 1000000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": True}",1000000,pearson,True
41,1.0072439460259857,1.0083663541628485,1.0120627782354987,1.0092243594747776,0.002058707653251447,27,0.164873997370402,0.0006787431029817161,3.9930246671040854,0.013309748803498965,"{'k': 1000000, ""sim_options['name']"": 'pearson', ""sim_options['user_based']"": False}",1000000,pearson,False
